uniprot,symbol,naiveB_S1R1,naiveB_S1R2,naiveB_S1R3,naiveB_S1R4
A0A0A0MRJ3;Q8NEY1;Q8NEY1-2;Q8NEY1-7;Q8NEY1-4;Q8NEY1-3;Q8NEY1-5;Q8NEY1-6,NAV1,2140,1502,0,2974
P22061;A0A0A0MRJ6;H7BY58;P22061-2;F6S8N6,PCMT1,2135143,2267147,1815769,1672261
P12259;A0A0A0MRJ7,F5,2759,16305,5057,16024
Q5T8I9;A0A0A0MRN1,HENMT1,0,0,0,0
Q5VV52;Q5VV52-2;A0A0A0MRR1;Q5VV50;Q5VV52-3,ZNF691,17547,0,20714,8600
Q96BW1;A0A0A0MRR5;Q96BW1-3;E9PSD7,UPRT,17567,0,16968,0
P09234;A0A0A0MRR7,SNRPC,931511,819442,701280,343587
Q8IZP0;Q8IZP0-3;Q8IZP0-2;B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0-11,ABI1,343580,387134,320305,186423
Q9P2E9;A0A0A0MRV0;A0A087WVV2;F8W7S5,RRBP1,94248,84386,86211,40797
Q9P2S5;A0A0A0MRV3;Q5T0D5,WRAP73,11194,10090,0,0
A0A0A0MS09;P01880-2,IGHD,378656,215704,208194,155475
A0A0A0MS11,,0,0,0,0
A0A0A0MS12;A0A0C4DH40;A0A0C4DH41;A0A0A0MS13,,90121,77775,44862,30414
A0A0A0MS14,,0,0,0,0
A0A0A0MS20,,0,0,0,0
A0A0A0MS41;Q9BWM7;S4R3N9,SFXN3,76408,312,56466,111683
Q9H9E3;A0A0A0MS45;J3KNI1;Q9H9E3-3,COG4,54849,54018,46636,25246
A0A0A0MS51,,0,0,0,0
Q13555;Q13555-2;A0A0A0MS52;A0A0A0MT11;Q13555-4;Q13555-8;Q13555-6;Q8WU40;H0Y6G2,CAMK2G,0,0,0,0
Q14123;A0A0A0MS69;Q14123-3;Q14123-2,PDE1C,0,1674,0,0
K9N2S2;K9N1J3;K9N0C7;K9N163;K9N2Q6;A0A0A0MS77;Q5JVA3;E9PQ64;E7ETI1;Q13261-5;Q13261-10;Q13261-3;Q13261-4;Q13261,il15ra;IL15RA,0,0,0,0
A0A0A0MSA7;O43432;O43432-4,EIF4G3,23530,27984,11594,22831
P15151;A0A0A0MSA9;A0A0C4DG49;P15151-3;P15151-2;P15151-4,PVR,0,2153,0,0
Q9UPT5;A0A0A0MSB8;Q9UPT5-5;Q9UPT5-6;Q9UPT5-2;Q9UPT5-1;B4DJ07;A0A0A0MRE1,EXOC7,69781,81930,64291,51928
Q16836;A0A0A0MSE2;Q16836-3;Q16836-2;E9PF18,HADH,1316236,1807549,1307619,993894
Q96CS7;A0A0A0MSI4;A0A0A0MSE9;B7WPA5;Q96CS7-4;Q96CS7-5;Q96CS7-3;Q96CS7-6;Q96CS7-2,PLEKHB2,0,2248,0,3232
Q8N954;A0A0A0MSF9;Q8N954-2,GPATCH11,77330,67582,90127,36864
A0A0A0MSH9;A0A0A0MRH8,,239,2792,110,477
Q8IXK0;B3KPJ4;A0A0A0MSI2;Q8IXK0-2;Q8IXK0-4;Q8IXK0-5,PHC2,6429,11496,13883,7846
Q15283;A0A0A0MSJ9;Q15283-2,RASA2,56725,81587,74698,56382
Q13017;A0A0A0MSK6;Q13017-2,ARHGAP5,2850,1389,3485,1455
Q9ULE0;A0A0A0MSQ8;Q9ULE0-2,WWC3,2759,8185,15245,9030
Q86VX9;A0A0A0MSQ9;X6R3V9;Q86VX9-2;Q86VX9-4;Q86VX9-3,MON1A,0,0,0,0
Q8ND83;A0A0A0MSS3;Q8ND83-4;A0A0C4DFN6;Q8ND83-2;X6RGK9,SLAIN1,6300,33613,4884,41841
P42330;A0A0A0MSS8;S4R3Z2,AKR1C3,9325,81,0,0
A0A0A0MSV7,,0,0,0,0
O15533;A0A0A0MSV9;O15533-3;A2AB90;O15533-2;A0A0A0MT98;O15533-4,TAPBP,609591,612896,466165,812826
Q86UQ4;A0A0A0MT16;Q86UQ4-4;Q86UQ4-3;F5H7B7;Q86UQ4-5,ABCA13,821,1788,2874,13804
P08575;A0A0A0MT22;X6R433;P08575-2;M3ZCP1;A0A075B788,PTPRC,1547871,1447511,1159621,837299
P27448;P27448-3;A0A0A0MT23;P27448-4;A0A0A0MSZ1;J3KNR0;P27448-2;A0A0A0MST9;P27448-8,MARK3,24828,25111,18854,22391
P13637;M0R116;A0A0A0MT26;P13637-2;P13637-3,ATP1A3,0,0,0,0
Q04828;A0A0A0MT30;H0Y804;A6NHU4,AKR1C1,0,3724,0,2963
P38571;A0A0A0MT32;P38571-2;Q5T073,LIPA,45108,64685,40015,48185
Q9UPN6;A0A0A0MT33;Q9UPN6-2,SCAF8,68949,77852,49710,55433
Q8TBF2;A0A0A0MT35;Q8TBF2-3;Q8TBF2-8;Q8TBF2-5;A0A0A0MRV4;Q8TBF2-4;Q8TBF2-6;J3KPF6;J3KPF5;Q8TBF2-2;Q8TBF2-7;J3QKK8;J3KRV9,FAM213B,50168,0,22494,22091
A0A0A0MT72;Q9BSQ5;Q9BSQ5-2;C9JUH3;Q9BSQ5-3;Q9BSQ5-4;E9PEC4,CCM2,43288,139850,41889,57082
A0A0A0MT74,,28667,16533,12364,12295
P26440;A0A0A0MT83;P26440-2;H7C4G6,IVD,234943,386010,272781,239841
A0A0A0MT87,,0,0,0,0
A0A0A0MTB5;Q5HY62;Q8TE69-2;S4R3G8,CXorf40B,0,0,4398,8158
Q9NUL3;E9PH62;A0A0A0MTC5;Q9NUL3-2;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;A0A0A0MTC4;A0A0A0MTC6;Q9NUL3-6;Q9NUL3-7;E5RJN7;E7EVI1;Q9NUL3-4,STAU2,59067,50039,41344,16701
Q13418;A0A0A0MTH3;Q13418-3,ILK,225530,440469,198074,201293
O14981;A0A0A0MTH9,BTAF1,72815,99963,69464,79335
O14492;A0A0A0MTI2,SH2B2,0,3151,0,0
Q13309;A0A0A0MTL5;Q13309-2,SKP2,0,3124,0,0
Q6ZS17;A0A0A0MTL6;Q6ZS17-2;Q6ZS17-3;Q6ZS17-4,FAM65A,1778,2797,822,3774
A0A0A0MTQ6;A0A075B6P5;P01617;P06309,IGKV2D-28,0,36143,40416,104000
Q63HN8;A0A0A0MTR7,RNF213,136035,142999,109843,102782
Q9Y240;A0A0A6YY95,CLEC11A,0,0,0,0
P48200;A0A0A6YY96,IREB2,33265,41971,27691,106427
Q12851;A0A0A6YYA7;Q12851-2,MAP4K2,41339,25562,26999,23042
Q8IV61;A0A0A6YYA9;Q8IV61-2,RASGRP3,12557,12855,12809,0
Q8TAS1;A0A0A6YYC2;Q8TAS1-3;Q8TAS1-2,UHMK1,0,0,0,0
A0A0A6YYC5,,0,0,0,0
Q96JP5;A0A0A6YYC7;Q96JP5-2;H3BTR0,ZFP91;ZFP91-CNTF,41198,30686,35961,30127
I3L1I5;A0A0A6YYC8,,0,3780,7659,8830
A0A0A6YYG2,,0,144940,0,43093
A0A0A6YYG5;Q53S48;Q9Y6Q2-3;A0A0A6YYH4;Q9Y6Q2-2,ALF;STON1,0,0,5057,0
A0A0A6YYH1;Q7Z6K5-2;Q7Z6K5,ARPIN,10776,12980,8699,8472
A0A0A6YYJ7,,0,0,0,0
A0A0A6YYJ8;Q96HJ9-2,C7orf55,1205142,1097736,865985,391246
A0A0A6YYK7;P04436,,0,61674,0,0
A0A0A6YYL2;P0DMN0;P0DMM9;P0DMM9-3;P0DMM9-2,SULT1A4;SULT1A3,0,0,0,546
A0A0A6YYL4;P57737-3,CORO7,180944,186938,122551,117774
A0A0B4J1R6,,0,0,8057,6448
O15392;A0A0B4J1S3;H3BLT4;O15392-5;O15392-4;O15392-2;K7EMW2,BIRC5,19903,0,43465,34705
Q9UBF8;Q9UBF8-2;A0A0B4J1S8;Q9UBF8-3,PI4KB,48618,50378,60376,34450
A0A0B4J1U3,,0,0,0,0
A0A0B4J1V0,,41419,22799,30942,0
A0A0B4J1V2,,0,0,0,0
P01743;A0A0B4J1V4,,0,0,0,0
A0A0B4J1V5,,0,0,0,0
A0A0B4J1V6,,174794,200068,0,0
A0A0B4J1V8;Q9NQ55;A0A0A6YYI3;Q9NQ55-2;Q9NQ55-3;A8MV53,PPAN,47960,89769,57177,126460
Q9NRZ9;A0A0B4J1V9;Q9NRZ9-2;Q9NRZ9-3;F6XU50;Q9NRZ9-5;Q9NRZ9-4;A0A087WSW7;Q9NRZ9-6,HELLS,70405,112370,102117,87236
O75448;A0A0B4J1W0;O75448-2;F5GY88;F5H5K2;B4DDR8,MED24,36500,39810,22116,35342
A0A0B4J1W3,,0,2775,2982,2035
A0A0B4J1X5,,68183,0,0,0
A0A0B4J1Y8,,0,0,0,0
A0A0B4J1Z4,,0,0,0,0
A0A0B4J1Z7;A0A0C4DH57,,5759,0,11807,0
A0A0B4J220;E9PLD3;E9PRG8,LOC102288414,308342,226350,109770,224934
A0A0B4J235,,0,0,0,0
A0A0B4J241,,0,0,0,0
A0A0B4J245,,0,0,0,0
A0A0B4J249,,0,0,0,0
A0A0B4J263,,0,0,0,0
A0A0B4J266,,0,0,0,0
A0A0B4J268,,0,0,0,0
A0A0B4J269;Q13509;Q13509-2,TUBB3,2390,0,0,1585
A0A0B4J270;Q9H2X8,IFI27L2,0,0,0,0
A0A0B4J275,,4941,0,40859,0
Q8N8U2;A0A0B4J291,CDYL2,0,5877,0,12072
Q9UL33;A0A0B4J294;H3BP13;Q9UL33-2;A0A0B4J286;H3BPN3;H3BUK6,TRAPPC2L,115347,86352,75846,44373
A0A0B4J2A0;Q9UHJ6,SHPK,183412,190699,52412,115068
Q5XKP0;A0A0B4J2A5,QIL1,0,61959,10355,18273
P43119;A0A0B4J2A7;M0QZW0,PTGIR,0,0,0,0
A0A0B4J2B4,,0,0,0,0
A0A0B4J2B7,,255948,104703,289880,230302
P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;P13693-2,TPT1,3679647,2764950,2626257,1264943
P30042;A0A0B4J2D5;H7C1F6;A0A0B4J2H4;P30042-2,C21orf33,0,0,0,18268
A0A0B4J2D9,,0,0,0,0
A0A0B4J2E5,,135401,99470,95324,127637
A0A0B4J2E8;Q96D31;Q96D31-2,ORAI1,0,78957,22919,33512
Q01362;A0A0B4J2E9;E9PLJ1,MS4A2,0,0,0,0
A0A0B4J2F0,,0,0,0,0
P52435;A0A0B4J2F8;F6S314;E2QRJ6;D6RAG0;E7EP90;A0A0B4J1Z8;F8WF84,POLR2J;POLR2J3,277396,437709,328062,432187
Q15345;A0A0B4J2G4;A0A087X0S7;A0A0C4DH00,LRRC41,45076,66946,99577,53837
A0A0B4J2G9,,0,0,0,0
A0A0B4J2H0,,0,0,0,0
A0A0C4DFL7;Q16850;Q16850-2,CYP51A1,110186,52418,46809,124564
A0A0C4DFL8;F5GX28;O94953;K7EQ54,KDM4B,32145,32620,88354,74699
G3V5T0;A0A0C4DFM0;G3V267;G3V4T6;A0A0A0MR33,GSTZ1,215191,273782,231255,167429
Q92544;A0A0C4DFM1,TM9SF4,84801,92189,94867,89144
Q5TAX3;A0A0C4DFM7;E9PKY2;Q5TAX3-2,ZCCHC11,9888,21041,24240,2802
A0A0C4DFN1;Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2,MFN1,10015,14038,17563,12632
Q99685;A0A0C4DFN3;Q99685-2;E7EWX8;H7C4E0,MGLL,490,7040,873,4145
A0A0C4DFP5;P35398-1;P35398;P35398-4;A0A0C4DG53;P35398-3,RORA,0,0,0,0
Q9NQ79;A0A0C4DFP6;Q9NQ79-2;Q9NQ79-3;Q5T4F6,CRTAC1,0,0,0,0
Q8NCN2;A0A0C4DFQ2,ZBTB34,0,0,0,0
Q9UBK9;A0A0C4DFR8,UXT,30115,30143,27697,18673
P13942;H0YIS1;Q4VXY6;A0A0C4DFS1;P13942-8;P13942-6;P13942-7;P13942-4;P13942-5;P13942-2;P13942-3;A2AAS7,COL11A2,0,0,0,0
Q9NQC1;A0A0C4DFT8;G3XAA4;Q9NQC1-2;Q9NQC1-3;B5MBX1,JADE2,4770,19959,22286,11582
A0A0C4DFU2;A0A0C4DFU1;F5H4R2;F5GYZ5;A0A0C4DG56,SOD2,0,0,0,0
Q9H469;A0A0C4DFV0;X6RJB2;X6RGT4;X6RHD7,FBXL15,20771,11607,23355,2202
Q9UK53;A0A0C4DFW2;Q9UK53-2;A0A087WXF7;Q9UK53-4;Q9UK53-5;Q9UK53-3,ING1,0,0,0,0
A0A0C4DFX3;Q9Y6C2,EMILIN1,0,4805,0,0
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7,NELFA,178694,197180,184295,198697
Q14242;A0A0C4DFY0;Q14242-2,SELPLG,0,21058,0,2006
A0A0C4DFZ2;P15289;P15289-2,ARSA,0,1778,2107,0
P08865;C9J9K3;A0A0C4DG17;A6NE09,RPSA;RPSAP58,12498519,13445828,10667883,8770861
Q9NYB9;Q9NYB9-2;E7EW77;E7EP65;A0A0C4DG21;F8WAL6;Q9NYB9-4;E9PEZ7;B7Z836;Q9NYB9-3,ABI2,0,0,0,3105
Q8NF91-4;A0A0C4DG40,SYNE1,0,0,0,0
A0A0C4DG89,,438761,526230,443624,281713
C9J9V6;A0A0C4DG91;O75414;C9JQB1,NME6,15544,27865,24409,12011
Q9P2N7;A0A0C4DG99;Q9P2N7-2;Q9P2N7-3;Q9P2N7-4;Q9P2N7-5;Q9P2J3,KLHL13;KLHL9,0,0,0,0
O75521;A0A0C4DGA2;O75521-2,ECI2,99640,113972,57751,54252
A0A0C4DGA4;Q495A1,TIGIT,9226,0,12987,5277
Q14527;A0A0C4DGA6;Q14527-2,HLTF,11316,2699,4924,6618
O94929;A0A0C4DGA7,ABLIM3,0,0,0,0
Q9UIL1;A0A0C4DGB0;Q9UIL1-3;Q9UIL1-2,SCOC,71885,23864,64625,84188
A0A0C4DGB6,,0,0,0,0
A0A0C4DGB9,,0,41849,0,12639
Q8TDR2;A0A0C4DGC9,STK35,0,3244,1835,0
Q8WZ60;A0A0C4DGF2,KLHL6,13117,0,9265,4139
Q14839;F5GWX5;A0A0C4DGG9;Q14839-2,CHD4,472382,431976,436130,440780
Q5ZPR3;A0A0C4DGH0;Q5ZPR3-3;Q5ZPR3-4;H0YL10;Q5ZPR3-2,CD276,0,0,0,0
P62070;A0A0C4DGH2;P62070-4;P62070-3;E9PK85;P62070-2,RRAS2,179487,266039,182197,232528
Q9Y6R0;A0A0C4DGH3;M0QYC2;M0QXQ4,NUMBL,0,3943,6219,0
A0A0C4DGJ8;Q6IPR1;G3V521,LYRM5,0,0,0,0
Q96DA0;A0A0C4DGN4;I3L1H9;I3L3X0,ZG16B,0,0,0,0
E7EU35;A0A0C4DGP0;Q9UKF7-2,PITPNC1,0,0,0,0
A0A0C4DGP2;Q86Y91-2;Q86Y91;A0A0C4DGP5;Q86Y91-3;Q86Y91-4,KIF18B,33213,44370,52509,18810
Q9HAH1;A0A0C4DGQ3,ZNF556,0,0,0,0
P04632;A0A0C4DGQ5;K7ELJ7;U3KQE2;K7EIV0;K7EM73,CAPNS1,1069772,874137,1002420,808657
Q6IAN0;A0A0C4DGQ8;J3KRS1,DHRS7B,7648,33930,14831,16636
P56556;A0A0C4DGS0;R4GN43,NDUFA6,838810,273913,611589,504771
P39656;A0A0C4DGS1;P39656-3;P39656-2,DDOST,396998,464564,440888,538334
Q08379;A0A0C4DGS5;Q08379-2,GOLGA2,58067,46814,39361,29778
A0A0C4DGS8;P35680-2;P35680-4,HNF1B,83903,10181,10199,46901
Q96AP0;A0A0C4DGT6;Q96AP0-2;R4GNJ5,ACD,0,14079,0,9383
Q9Y4U1;A0A0C4DGU2,MMACHC,5293,9135,4682,4553
A0A0C4DGV5;O95218;O95218-2,ZRANB2,174802,256067,36714,192700
A0A0C4DGV9,,0,0,0,0
Q9NV92;H7C5F7;B4DGY6;A0A0C4DGW0,NDFIP2,2129,0,1331,0
A0A0C4DGW2;P57768;P57768-2,SNX16,0,10983,3875,0
Q8IZI9;A0A0C4DGW8,IFNL3,0,0,0,0
Q9NWU5;E7ESL0;A0A0C4DGX2;J3KQY1;Q9NWU5-2;Q9NWU5-3,MRPL22,157896,140975,138381,122912
Q9NZS2;A0A0C4DGY9;A0A0C4DFN7;Q9NZS2-2,KLRF1,10323,0,10723,0
A0A0C4DGZ0;P24928;A0A087WWE2,POLR2A,191448,236741,176393,120812
Q8N5P1;A0A0C4DGZ1,ZC3H8,7182,0,11702,0
P07359;A0A0C4DGZ8,GP1BA,825,1190,0,464
Q8N2S1;Q8N2S1-2;Q8N2S1-3;A0A0C4DH07,LTBP4,1160,0,0,0
A0A0C4DH14;Q6P5X5,C22orf39,0,0,3643,0
Q9H4G0;A0A0C4DH22,EPB41L1,0,0,0,0
A0A0C4DH24,,0,0,0,0
A0A0C4DH25,,0,0,0,0
A0A0C4DH26,,0,0,0,0
A0A0C4DH31,,0,0,0,0
A0A0C4DH34,,0,0,0,0
A0A0C4DH35,,0,0,0,0
A0A0C4DH36,,9953,0,0,0
A0A0C4DH38,,0,46857,0,15167
A0A0C4DH43,,0,0,0,0
A0A0C4DH68;A0A075B6R9,IGKV2D-24,0,17602,0,0
A0A0D9SEI0;Q9P0P8,C6orf203,24253,35501,42830,5081
Q96EK7;A0A0D9SEJ5;F5GY05;Q96EK7-2,FAM120B,44101,88661,31230,33001
A0A0D9SEM9,,13729,0,0,46638
Q6VN20;A0A0D9SEU5;R4GMX8;Q6VN20-3;Q6VN20-2,RANBP10,27238,19345,24984,29892
A0A0D9SF30,,0,0,0,0
O00571;A0A0D9SFB3;A0A0D9SG12;A0A0D9SF53;O00571-2,DDX3X,1262598,1318883,983704,1058107
A0A0D9SF54,,0,0,0,0
P08319;A0A0D9SFB5;P08319-2;D6R9K8,ADH4,0,0,0,0
Q06413-6;A0A0D9SFD0;A0A0D9SGI5;Q06413-4;D6RC63;D8L7E9;A0A0D9SET2;D6R942,MEF2C,8641,0,15708,0
A0A0D9SFE4,,0,2828,0,470
Q99418;A0A0D9SFG6;Q99418-2;G5E9B7;F8W8E2,CYTH2,0,0,0,0
Q92614;Q92614-4;A0A0D9SFK2;Q92614-3;Q92614-2;Q92614-5,MYO18A,127434,105926,90631,83602
A0A0D9SFW8,,0,0,0,0
A0A0D9SFY5,,0,0,0,0
P49459;A0A0D9SG71;P49459-3;P49459-2,UBE2A,83230,126825,86281,34318
A0A0D9SG88;Q5TFM2,CFH,0,0,0,0
A0A0D9SGF6,,0,0,0,0
A0A0D9SGH8;E2GH26;Q9NQB0-13;Q9NQB0-7;Q9NQB0-3;Q9NQB0-12;C6ZRJ6;Q5VVR8,TCF7L2,0,0,0,0
O43426;A0A0D9SGJ6;J3KQV8;O43426-4;J3KPK1;C9JFZ1;O43426-2,SYNJ1,5696,14121,4469,7959
A0A539,TCRBV7S3A2,0,0,0,0
A0A542,TCRBV13S5,0,0,0,0
A0A576,TCRBV9S1A1T,0,0,0,0
A0A578,TCRBV5S1A1T,0,0,0,0
A0A598;A0A5A0,TCRBV6S3A1N1T;TCRBV6S6A2T,0,0,0,10854
A0A5A3;P04435,TCRBV6S4A1;TCRB,0,0,0,0
A0A5A5,TCRBV12S1A1N2,76031,0,0,0
A0A5B9,TRBC2,0,0,0,0
Q99501;A0A5E8;Q99501-4;Q99501-2;Q99501-3,GAS2L1,11314,11678,7223,4237
A0AV96;A0AV96-2;D6R9D6;B7Z8Z7;D6RBS9;D6REZ6,RBM47,0,6294,0,0
A0AVK6,E2F8,0,0,0,0
A0AVT1;A0AVT1-2,UBA6,491687,552554,527919,376198
A0JLT2;J3KR33;A0JLT2-2,MED19,86450,18930,54423,15434
A0JNW5;A0A0C4DGH6,UHRF1BP1L,2464,1618,1602,1481
A0MZ66;A0MZ66-3;A0MZ66-6;A0MZ66-4;A0MZ66-2,KIAA1598,0,0,0,0
A0N4Z7,Tcr-alpha,0,0,0,0
A0PJW6,TMEM223,24990,17012,31452,35129
A1A4S6;H0Y8W5,ARHGAP10,2741,0,3946,0
A1A5B4;A1A5B4-3,ANO9,0,0,0,0
A1A5D9;A1A5D9-2,CCDC64B,0,16563,12210,4372
A1KXE4;A1KXE4-2,FAM168B,0,15935,0,0
A1L0T0;M0R026,ILVBL,44275,62171,50866,81633
A1L188,C17orf89,0,0,0,0
A1L390;A1L390-3,PLEKHG3,3306,0,2193,0
A1L3X0;D6RBM2;D6RE10;D6RBR5,ELOVL7,0,0,0,0
A1X283,SH3PXD2B,10165,8507,0,424
A2A288;A2A288-4;A2A288-3,ZC3H12D,323577,278855,202456,160511
Q9Y672;A2A2G4;S4R350,ALG6,19954,8791,18443,25583
Q9Y312;A2A2Q9,AAR2,22681,53939,15255,22601
P04156;A2A2V1;P04156-2;X6RKS3,PRNP,0,0,5617,0
A2A3R5,RPS6,0,0,0,0
A2AAZ0;Q5Y7D6;Q5SU54;E9PIB1,HLA-DQB1,2224171,2912707,5756756,1593090
A2ACR0,PSMB9,0,0,0,0
A2AEA2;P10321,HLA-C,23799,0,7644,0
A2AJT9;A2AJT9-2;A2AJT9-3,CXorf23,0,0,0,0
A2RRP1;A2RRP1-2;H0Y5G7,NBAS,10711,8576,15325,28528
A2RTX5;A2RTX5-2;B7ZLP8,TARSL2,12586,3004,16655,9599
A2RTY3;A2RTY3-3;A2RTY3-5;A2RTY3-4,HEATR9,0,0,0,0
A2RU30;A0A087WUX0;A2RU30-2;A2RU30-3,TESPA1,10349,0,4298,0
A2RUC4;A2RUC4-2,TYW5,47686,74175,0,13829
O75044;A2RUF3,SRGAP2,36501,33670,27722,21570
A2VDJ0;A2VDJ0-5;A2VDJ0-6;A2VDJ0-3;H0Y2M0;A2VDJ0-2,KIAA0922,3751,5391,2970,35963
A3KMH1;A3KMH1-3;A3KMH1-2,VWA8,22407,41554,34116,41815
A3KN83;A3KN83-2;A3KN83-3;A3KN83-4,SBNO1,26559,27268,35317,39655
A4D126;A4D126-2,ISPD,0,0,0,4303
A4D1B5;A4D1B5-3;A4D1B5-2,GSAP,0,0,0,0
A4D1E9;A4D1E9-2;C9J8R7;C9JNI1;C9JEQ8,GTPBP10,65807,118276,60233,138545
A4D1F6,LRRD1,0,0,0,0
A4D1P6;C9J1X0;A4D1P6-2;A4D1P6-3,WDR91,140249,172382,109434,153918
A4D1S5;A4D1S5-2;C9JJQ5,RAB19,126475,5193,91315,2743
A4D1U4;C9J7X6,LCHN;KIAA1147,10324,14364,6294,16426
A5A3E0,POTEF,0,0,0,0
A5D8V6;F5H4Q5,VPS37C,11044,7460,5791,0
A5PLL7;A5PLL7-2;Q5TGE2,TMEM189,0,0,0,0
A5PLN9;A5PLN9-2;A5PLN9-4;A5PLN9-5;A5PLN9-7,TRAPPC13,55395,44458,47388,18524
A5YKK6;A5YKK6-4,CNOT1,174891,165840,151195,155259
A5YM72;A5YM72-4;A5YM72-5;A5YM72-3,CARNS1,0,0,0,0
A6NC98;A6NC98-2,CCDC88B,156430,137855,118674,93634
F8WBI6;A6NCC3;H3BMP0,GOLGA8N;GOLGA8O,0,0,0,0
Q9GZQ8;A6NCE7;H3BTL1;H3BTE7,MAP1LC3B;MAP1LC3B2,434906,827628,215691,207884
A6NCF6,MAGEA13P,0,0,0,4439
A6NCL7,ANKRD33B,0,0,0,0
A6NCN2,KRT87P,3764,0,4511,0
A6NDG6,PGP,215288,246264,140939,107638
A6NDU8,C5orf51,43443,64293,28493,20103
A6NE52;E9PKB8;A6NE52-2,KIAA1875,0,1027,0,0
A6NED2;G3V2I3,RCCD1,0,0,0,10504
A6NEE1,PLEKHD1,0,0,0,2969
P51610-4;A6NEM2,HCFC1,310972,389195,324532,238076
A6NEY8,PRORSD1P,0,0,0,0
A6NFA0,FAM205CP,0,0,0,0
A6NFI3,ZNF316,13227,11271,11016,6947
A6NFQ2;A6NFQ2-2;A6NFQ2-3;H0YC74,FAM115C,33836,43093,18034,20657
Q92599;Q92599-4;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;A0A087X142;Q92599-3,8-Sep,12113,15202,4964,0
A6NFX1;J3KNU6,MFSD2B,0,0,0,0
A6NFY7,SDHAF1,0,0,0,0
P51808;A6NGJ0;F2Z328,DYNLT3,103380,57035,107508,64153
O95070;A6NGW1;E9PIZ0;C9JST7,YIF1A,6860,22707,6841,20177
Q14202;A6NHB5;Q14202-2;A6NHN7,ZMYM3,43013,64305,20235,65999
Q13114;A6NHG8;Q13114-2;H0YL26,TRAF3,17045,15325,11051,4347
A6NHL2;A6NHL2-2,TUBAL3,18922,12497,14347,10309
A6NHQ2,FBLL1,445551,216496,410751,180135
A6NHR9;A6NHR9-2;J3KTL8,SMCHD1,276757,269137,235977,225818
A6NI72,NCF1B,0,0,0,0
A6NI73;A6NI73-2;A6NI73-4;A6NI73-3,LILRA5,3815,0,7539,0
A6NI79;H0YBY5,CCDC69,55797,24811,0,7036
A6NIH7,UNC119B,129012,154269,60897,44533
Q5JSL3;A6NIW2,DOCK11,102301,92640,90686,87769
A6NJ78;A6NJ78-2,METTL15,11877,21347,8237,19025
A6NJG2,SOWAHD,0,6390,0,0
A6NK06;H7C1Q4,IRG1,0,0,0,286
A6NK58,LIPT2,0,161878,0,0
A6NKD9,CCDC85C,0,18412,0,0
A6NLH6;Q9P003,CNIH4,56144,19889,40188,48387
A6NM71,PRAF2,0,0,0,59167
A6NML8;C9J6U3;O60879-2;O60879;K4DI95;O60879-3,DIAPH2,14740,60691,2431,707
P09884;A6NMQ1;A0A087WU64,POLA1,113029,204921,109931,152852
O43768;O43768-3;A6NMQ3;Q5T5H1;O43768-2;O43768-9;O43768-4;O43768-6;O43768-5;O43768-7;O43768-8,ENSA,2449268,2753701,1519363,921870
O95460;A6NNA4;O95460-4;O95460-2;O95460-3,MATN4,0,0,0,1077
P21926;A6NNI4;G8JLH6;A0A087WZG3;A0A087WU13,CD9,9416,0,26644,6059
Q4VCS5;A6NP16;E7ERM3;Q4VCS5-2,AMOT,0,0,0,0
Q99755;A6PW57;Q99755-3;Q99755-2,PIP5K1A,38870,22442,40813,17101
A6QL63;A6QL63-2;A6QL63-3,BTBD11,0,9344,0,0
P98173-3;A6QRH7;Q5HY75;D3DWX8;P98173;P98173-2,FAM3A,0,0,0,0
P01308;A6XGL2;C9JNR5;F8WCM5,INS;INS-IGF2,0,0,0,0
P17936;A6XND1;A6XND0;P17936-2;H0Y5K2;B3KWK7;H0Y485;C9JMX4,IGFBP3,1824,1132,2125,0
A6ZKI3,FAM127A,32841,9851,10791,42442
A7E2V4;S4R3H3;S4R393;S4R410;A7E2V4-5;A7E2V4-3;A7E2V4-4;A7E2V4-2;S4R3B3;H7C453,ZSWIM8,5717,4314,2622,3489
A7KAX9;A7KAX9-2;G3V174,ARHGAP32,827,2093,0,0
A8K2U0,A2ML1,1223,0,0,536
A8K727;A0A087WZ32;Q9HB19;A0A087X038;E5RHB5,PLEKHA2,194408,246474,324967,202170
A8K7Q2,HSPA8,0,0,6752,0
A8MPS7;A8MPS7-2;A8MPS7-3,YDJC,0,0,0,0
A8MQB8;G3V0J0;Q06787-2;A0A087WXI3,FMR1,0,0,3964,11430
Q5JTW2;Q5JTW2-2;A8MST6;Q5JTW2-3;Q5JTW2-5,CEP78,0,3247,0,5824
P14678;P14678-2;A8MT02;P14678-3;P63162;J3QLE5;P63162-2;J3KRY3;S4R3P3,SNRPB;SNRPN,3918020,1493597,3272585,2397628
Q99706;Q99706-3;A8MT18;E7EST5;Q99706-5;Q99706-4;Q99706-2;A0A0B4J1S6,KIR2DL4,0,0,0,0
